  0.004161, BNO0_UnitAccX, BNO0_UnitAccY, BNO0_UnitAccZ, BNO0_RawAccMag, BNO0_GyrX, BNO0_GyrY, BNO0_GyrZ, BNO0_MagX, BNO0_MagY, BNO0_MagZ, BNO1_UnitAccX, BNO1_UnitAccY, BNO1_UnitAccZ, BNO1_RawAccMag, BNO1_GyrX, BNO1_GyrY, BNO1_GyrZ, BNO1_MagX, BNO1_MagY, BNO1_MagZ, BNO2_UnitAccX, BNO2_UnitAccY, BNO2_UnitAccZ, BNO2_RawAccMag, BNO2_GyrX, BNO2_GyrY, BNO2_GyrZ, BNO2_MagX, BNO2_MagY, BNO2_MagZ, BNO3_UnitAccX, BNO3_UnitAccY, BNO3_UnitAccZ, BNO3_RawAccMag, BNO3_GyrX, BNO3_GyrY, BNO3_GyrZ, BNO3_MagX, BNO3_MagY, BNO3_MagZ, MPU0_UnitAccX, MPU0_UnitAccY, MPU0_UnitAccZ, MPU0_RawAccMag, MPU0_GyrX, MPU0_GyrY, MPU0_GyrZ, MPU1_UnitAccX, MPU1_UnitAccY, MPU1_UnitAccZ, MPU1_RawAccMag, MPU1_GyrX, MPU1_GyrY, MPU1_GyrZ
  0.901581, 0.211        , -0.977       , -0.016       ,        2792.19, 91.091   , -2.686   , 91.315   , -0.392   ,     0.850, 0.353    , 0.293        , -0.720       , 0.629        ,        2400.45, -49.015  , -2.910   , 143.128  , -0.779   , 0.461    , -0.425   , 0.147        , -0.869       , -0.472       ,        3597.13, 73.298   , 41.405   , 19.248   , -0.678   ,     0.640, -0.362   , -0.395       , -0.215       , -0.893       ,        2484.46, 218.664  , -23.612  , -20.814  , -0.232   , -0.250   ,     0.940, 0.775        , 0.613        , -0.158       ,          5.246, 300.611  , 56.977   , 51.130   , -0.605       , 0.438        , 0.665        ,          4.104, 174.427  , 158.489  , -116.550
  0.928946, 0.372        , -0.894       , -0.249       ,        2031.76, -11.414  , 75.536   , 71.284   , -0.332   ,     0.858, 0.392    , 0.474        , -0.880       , 0.015        ,        3736.88, 6.155    , 55.505   , 78.782   , -0.704   , 0.585    , -0.402   , 0.210        , -0.769       , -0.604       ,        3414.13, 78.222   , 45.993   , 12.310   , -0.643   ,     0.633, -0.431   , 0.465        , -0.109       , -0.878       ,        2928.26, 114.815  , 2.574    , -5.931   , -0.234   , -0.227   ,     0.945, 0.037        , -0.227       , 0.973        ,         15.614, 420.305  , 34.947   , 221.435  , -0.001       , -0.982       , 0.189        ,         26.981, 281.328  , -179.282 , -225.237
  0.949709, 0.319        , -0.642       , -0.697       ,        4185.59, -423.564 , 24.284   , -45.322  , -0.334   ,     0.845, 0.416    , 0.638        , -0.628       , -0.446       ,        2906.46, -273.162 , -180.280 , 103.177  , -0.714   , 0.597    , -0.365   , 0.118        , -0.895       , -0.429       ,        3567.46, 34.691   , 7.386    , 40.958   , -0.593   ,     0.614, -0.521   , -0.663       , -0.733       , -0.150       ,        5769.63, 154.990  , -93.889  , 50.358   , -0.267   , -0.206   ,     0.942, -0.026       , 0.291        , 0.956        ,         16.932, 340.382  , 14.885   , 86.489   , 0.761        , 0.176        , 0.625        ,         17.661, 273.847  , 38.641   , -109.328
  0.970579, 0.356        , -0.257       , -0.899       ,        1684.78, -149.954 , 59.086   , -33.236  , -0.340   ,     0.789, 0.511    , 0.060        , -0.869       , 0.490        ,        1435.45, -66.136  , -45.098  , 62.220   , -0.674   , 0.679    , -0.293   , 0.244        , -0.852       , -0.462       ,        1848.84, -13.541  , -19.584  , 71.508   , -0.571   ,     0.656, -0.494   , -0.467       , -0.317       , -0.825       ,        2057.46, 81.244   , 51.924   , -7.050   , -0.263   , -0.190   ,     0.946, 0.050        , 0.408        , 0.912        ,         12.861, 96.702   , -1.695   , 20.412   , -0.300       , 0.328        , 0.896        ,         11.359, 120.748  , 87.756   , -17.893
  0.994123, 0.283        , -0.603       , -0.746       ,        1596.17, -21.262  , 44.203   , -40.846  , -0.352   ,     0.745, 0.567    , 0.316        , -0.915       , -0.250       ,        1854.98, -37.600  , -5.931   , 28.648   , -0.626   , 0.731    , -0.272   , 0.162        , -0.891       , -0.425       ,        1758.29, -6.043   , -14.772  , 45.322   , -0.550   ,     0.642, -0.534   , -0.504       , -0.105       , -0.857       ,        2198.69, 24.955   , 35.810   , 4.700    , -0.294   , -0.167   ,     0.941, 0.097        , 0.299        , 0.949        ,         13.424, -55.344  , -24.519  , -36.046  , 0.542        , 0.273        , 0.795        ,         12.162, 52.718   , -1.954   , -37.038
  1.074779, 0.301        , -0.579       , -0.758       ,        2154.44, -28.312  , 59.198   , -39.838  , -0.417   ,     0.733, 0.537    , 0.226        , -0.971       , -0.073       ,        1768.66, -31.557  , -10.295  , -2.238   , -0.637   , 0.731    , -0.245   , 0.070        , -0.860       , -0.505       ,        2527.52, -17.681  , -19.360  , 9.400    , -0.557   ,     0.661, -0.502   , -0.478       , -0.081       , -0.875       ,        1886.67, 2.350    , 30.326   , 7.610    , -0.279   , -0.161   ,     0.947, 0.104        , 0.366        , 0.925        ,         15.673, -247.908 , -28.656  , -69.435  , 0.213        , 0.380        , 0.900        ,         14.011, -67.099  , -16.611  , 34.718
  1.075869, 0.459        , -0.463       , -0.758       ,        2438.82, -54.610  , 35.698   , -39.055  , -0.447   ,     0.722, 0.528    , 0.304        , -0.935       , -0.184       ,        2027.40, -33.348  , -23.165  , -13.653  , -0.581   , 0.778    , -0.237   , 0.114        , -0.937       , -0.331       ,        1902.39, -17.569  , -16.226  , 17.010   , -0.537   ,     0.682, -0.496   , -0.272       , -0.043       , -0.961       ,        2163.56, 13.988   , 38.384   , 7.386    , -0.302   , -0.155   ,     0.940, 0.184        , 0.488        , 0.853        ,         12.875, -377.832 , 24.809   , -97.924  , 0.277        , 0.406        , 0.871        ,         11.879, -147.145 , -52.244  , 49.099
  1.076299, 0.428        , -0.595       , -0.680       ,        2589.45, -18.576  , 7.945    , -46.553  , -0.438   ,     0.698, 0.566    , 0.273        , -0.961       , -0.042       ,        4013.21, 0.448    , -37.041  , 10.295   , -0.614   , 0.746    , -0.258   , 0.118        , -0.891       , -0.439       ,        2574.33, 11.638   , -6.043   , 8.057    , -0.555   ,     0.667, -0.497   , -0.295       , -0.194       , -0.936       ,        2360.71, 16.226   , 30.103   , 8.057    , -0.290   , -0.146   ,     0.946, 0.795        , 0.306        , 0.523        ,          6.670, -306.076 , 25.450   , -76.718  , 0.280        , 0.295        , 0.914        ,         10.214, -195.664 , -40.702  , 86.931
  1.152489, 0.383        , -0.670       , -0.636       ,        3122.38, -24.955  , -16.338  , -47.112  , -0.442   ,     0.702, 0.559    , 0.226        , -0.972       , 0.069        ,        2554.19, -111.682 , -86.167  , 61.548   , -0.624   , 0.765    , -0.163   , 0.035        , -0.913       , -0.406       ,        3389.66, 7.610    , -17.010  , 12.869   , -0.549   ,     0.682, -0.483   , -0.339       , -0.316       , -0.886       ,        2690.87, 16.338   , 23.388   , 2.462    , -0.327   , -0.139   ,     0.935, 0.215        , 0.114        , 0.970        ,         14.231, -205.756 , 39.725   , -18.107  , 0.266        , 0.264        , 0.927        ,         12.187, -220.107 , -63.756  , 110.122
  1.153009, 0.347        , -0.717       , -0.604       ,        3624.64, -27.865  , -60.205  , -7.945   , -0.453   ,     0.707, 0.544    , 0.217        , -0.974       , -0.059       ,        2699.18, -66.360  , -45.769  , 35.138   , -0.604   , 0.777    , -0.178   , 0.084        , -0.948       , -0.308       ,        2461.38, -30.998  , -30.774  , 45.993   , -0.532   ,     0.690, -0.491   , -0.324       , -0.195       , -0.926       ,        2693.10, 6.602    , 6.379    , 1.343    , -0.335   , -0.137   ,     0.932, 0.168        , 0.144        , 0.975        ,         15.708, -239.817 , 36.015   , -6.214   , 0.198        , 0.236        , 0.952        ,         19.674, -267.420 , -63.603  , 127.634
  1.153297, 0.396        , -0.599       , -0.696       ,        3716.58, 0.224    , -97.246  , 51.589   , -0.457   ,     0.674, 0.581    , 0.244        , -0.955       , -0.171       ,        1964.00, -85.384  , -59.198  , 53.379   , -0.586   , 0.806    , -0.079   , 0.319        , -0.946       , -0.051       ,        1199.43, -30.662  , -16.226  , 32.900   , -0.531   ,     0.716, -0.453   , -0.308       , -0.139       , -0.941       ,        2576.81, -3.245   , 0.224    , 3.133    , -0.312   , -0.131   ,     0.941, 0.055        , 0.144        , 0.988        ,         22.379, -339.069 , 62.641   , -8.687   , 0.331        , 0.302        , 0.894        ,         17.697, -405.389 , -65.191  , 170.244
  1.154169, 0.451        , -0.458       , -0.766       ,        4259.84, 66.136   , -203.445 , 141.897  , -0.401   ,     0.688, 0.604    , 0.282        , -0.958       , -0.058       ,        3259.20, 21.150   , -25.626  , 54.834   , -0.507   , 0.860    , -0.062   , 0.046        , -0.964       , -0.260       ,        2946.87, 21.710   , 10.519   , -15.555  , -0.520   ,     0.719, -0.461   , -0.299       , -0.174       , -0.938       ,        2626.09, 13.876   , -13.429  , 2.462    , -0.307   , -0.139   ,     0.941, 0.350        , 0.178        , 0.920        ,         10.884, -406.061 , 76.137   , 34.626   , 0.608        , 0.097        , 0.788        ,          4.459, -341.435 , 14.718   , 160.015
  1.237450, 0.478        , -0.611       , -0.631       ,        2153.98, 166.628  , -228.847 , 167.187  , -0.324   ,     0.757, 0.567    , 0.300        , -0.950       , -0.090       ,        4896.60, 41.181   , -2.238   , 101.163  , -0.564   , 0.819    , -0.110   , 0.057        , -0.912       , -0.407       ,        3762.79, 48.791   , 7.610    , 14.772   , -0.527   ,     0.729, -0.436   , -0.305       , -0.383       , -0.872       ,        2959.54, 61.548   , -32.900  , 0.560    , -0.302   , -0.126   ,     0.945, -0.311       , -0.435       , 0.845        ,          3.107, -295.740 , 86.168   , 82.076   , -0.161       , -0.124       , 0.979        ,          7.967, -216.489 , 20.031   , 137.618
  1.238279, 0.174        , -0.938       , -0.301       ,        3275.08, 173.118  , -166.068 , 110.227  , -0.190   ,     0.770, 0.609    , -0.015       , -0.947       , 0.321        ,        2746.46, -98.029  , -67.927  , 128.804  , -0.518   , 0.855    , -0.038   , 0.032        , -0.853       , -0.521       ,        3711.00, -27.305  , -19.472  , 44.874   , -0.528   ,     0.718, -0.453   , -0.278       , -0.348       , -0.895       ,        3144.65, 104.744  , -22.717  , -4.700   , -0.302   , -0.107   ,     0.947, -0.641       , -0.307       , 0.704        ,          8.599, -239.099 , 31.511   , -11.313  , -0.487       , -0.262       , 0.834        ,          7.278, -270.000 , -10.550  , 86.794
  1.239021, 0.012        , -0.995       , 0.096        ,        3410.14, 104.072  , -171.999 , 207.361  , -0.089   ,     0.818, 0.568    , -0.320       , -0.719       , 0.617        ,        2363.25, -133.056 , -29.207  , 122.089  , -0.407   , 0.913    , 0.012    , 0.034        , -0.993       , 0.114        ,        1448.26, -128.692 , -38.943  , 44.650   , -0.496   ,     0.737, -0.460   , -0.506       , -0.225       , -0.833       ,        2286.72, -31.781  , 1.679    , 40.958   , -0.306   , -0.102   ,     0.946, 0.481        , -0.715       , 0.508        ,          6.006, -131.298 , 6.565    , -43.542  , 0.382        , -0.923       , -0.037       ,          4.250, -166.046 , -20.458  , 17.282
  1.239656, -0.496       , -0.855       , -0.149       ,         689.69, -54.386  , -69.717  , 159.802  , 0.040    ,     0.798, 0.601    , 0.297        , -0.874       , -0.384       ,        3299.54, -85.160  , 30.662   , 109.892  , -0.321   , 0.946    , 0.055    , 0.061        , -0.960       , -0.272       ,        2102.09, -70.501  , 2.238    , 17.457   , -0.509   ,     0.732, -0.453   , -0.465       , -0.253       , -0.848       ,        1921.08, -46.553  , -8.841   , 39.279   , -0.299   , -0.108   ,     0.948, -0.198       , -0.610       , 0.768        ,          7.157, -30.885  , 34.855   , -3.252   , 0.145        , -0.741       , 0.656        ,          5.485, -65.206  , 21.573   , 12.351
  1.325323, -0.159       , -0.613       , -0.774       ,        1411.91, 23.724   , -25.515  , 77.439   , 0.076    ,     0.821, 0.566    , -0.145       , -0.972       , -0.185       ,        1434.31, -115.934 , -10.743  , 102.618  , -0.259   , 0.957    , 0.130    , 0.041        , -0.878       , -0.477       ,        2633.83, -52.148  , 4.476    , 24.172   , -0.481   ,     0.742, -0.467   , -0.337       , -0.249       , -0.908       ,        2271.66, 7.274    , 10.183   , 27.529   , -0.305   , -0.110   ,     0.946, -0.350       , -0.791       , 0.502        ,          4.861, 54.672   , -5.634   , -35.832  , -0.648       , -0.744       , -0.163       ,          5.884, 31.710   , 9.557    , -52.626
  1.325943, -0.553       , -0.758       , 0.347        ,        1400.35, 17.010   , 15.555   , 20.031   , 0.071    ,     0.808, 0.584    , 0.067        , -0.951       , -0.301       ,        2446.49, -57.296  , 27.529   , 65.017   , -0.257   , 0.954    , 0.156    , 0.085        , -0.787       , -0.611       ,        2202.27, -57.743  , -1.231   , 32.788   , -0.500   ,     0.738, -0.454   , -0.365       , -0.272       , -0.890       ,        2469.98, -5.931   , 30.886   , 25.067   , -0.302   , -0.110   ,     0.947, -0.730       , -0.503       , -0.463       ,          3.792, 194.519  , -54.260  , -80.122  , -0.732       , -0.313       , -0.605       ,          6.484, 155.298  , 3.405    , -147.511
  1.326578, -0.418       , -0.751       , 0.512        ,        1217.62, -37.712  , 92.098   , -40.622  , 0.047    ,     0.801, 0.597    , -0.404       , -0.900       , 0.166        ,        1703.07, -116.718 , -1.007   , 49.574   , -0.286   , 0.941    , 0.179    , 0.045        , -0.763       , -0.645       ,        2862.51, -78.670  , -1.119   , 16.450   , -0.522   ,     0.754, -0.399   , -0.348       , -0.254       , -0.902       ,        2534.46, -70.501  , 104.072  , 35.138   , -0.300   , -0.116   ,     0.947, 0.618        , 0.075        , 0.783        ,          4.294, 353.114  , -79.145  , -101.466 , 0.270        , 0.859        , -0.435       ,          2.603, 304.351  , -44.763  , -249.527
  1.327221, -0.682       , 0.368        , 0.632        ,         847.14, -136.301 , 174.125  , -105.080 , 0.010    ,     0.787, 0.617    , 0.187        , -0.829       , -0.528       ,        2511.73, -102.394 , 49.350   , -19.248  , -0.223   , 0.958    , 0.179    , 0.026        , -0.906       , -0.422       ,        1911.89, -114.480 , -18.017  , 17.010   , -0.529   ,     0.764, -0.370   , -0.157       , -0.193       , -0.969       ,        2370.57, -93.665  , 138.763  , 41.853   , -0.319   , -0.129   ,     0.939, 0.203        , 0.056        , 0.977        ,         15.597, 352.092  , -38.382  , -77.176  , 0.527        , 0.311        , 0.791        ,         13.760, 358.168  , -26.336  , -244.748
  1.403184, 0.530        , -0.441       , -0.724       ,        2184.27, -124.439 , 266.560  , -189.345 , -0.036   ,     0.786, 0.617    , -0.029       , -0.831       , -0.556       ,        1751.10, -79.565  , 34.803   , -16.674  , -0.189   , 0.941    , 0.279    , 0.028        , -0.914       , -0.406       ,        1769.92, -73.634  , -7.274   , 12.198   , -0.540   ,     0.774, -0.330   , -0.259       , -0.038       , -0.965       ,        1934.21, -119.068 , 81.132   , 38.943   , -0.345   , -0.133   ,     0.929, 0.017        , 0.078        , 0.997        ,         11.058, 325.832  , -0.489   , -55.847  , 0.267        , 0.220        , 0.938        ,         15.098, 295.389  , 52.092   , -176.412
  1.403785, 0.513        , -0.526       , -0.678       ,        3059.16, -97.918  , 271.036  , -208.145 , -0.165   ,     0.821, 0.547    , 0.012        , -0.767       , -0.641       ,        2173.98, -31.669  , 22.605   , -17.569  , -0.260   , 0.933    , 0.250    , -0.005       , -0.943       , -0.334       ,        1973.32, -11.638  , 3.357    , 23.836   , -0.563   ,     0.788, -0.251   , -0.211       , -0.153       , -0.966       ,        2470.12, 4.812    , 75.425   , 19.919   , -0.358   , -0.129   ,     0.925, -0.005       , 0.167        , 0.986        ,         16.269, 354.580  , -37.710  , -98.962  , 0.166        , 0.259        , 0.951        ,         14.987, 235.863  , 27.145   , -190.092
  1.404392, 0.485        , -0.683       , -0.546       ,        4191.84, -42.748  , 258.502  , -189.233 , -0.271   ,     0.776, 0.570    , 0.023        , -0.959       , -0.282       ,        2855.91, 38.496   , 32.900   , -28.536  , -0.197   , 0.941    , 0.276    , 0.015        , -0.826       , -0.563       ,        2548.16, 17.122   , 17.233   , 21.262   , -0.548   ,     0.784, -0.293   , -0.172       , -0.196       , -0.966       ,        2683.55, 54.834   , 55.841   , 19.584   , -0.367   , -0.118   ,     0.923, 0.215        , 0.232        , 0.949        ,         15.027, 304.489  , -7.084   , -72.809  , 0.291        , 0.302        , 0.908        ,         14.726, 216.504  , 49.847   , -167.405
